From	To	Species	Gene Name
11181	ENSG00000118094	Homo sapiens	trehalase(TREH)
5143	ENSG00000285188	Homo sapiens	phosphodiesterase 4C(PDE4C)
5143	ENSG00000105650	Homo sapiens	phosphodiesterase 4C(PDE4C)
6476	ENSG00000090402	Homo sapiens	sucrase-isomaltase(SI)
8897	ENSG00000100330	Homo sapiens	myotubularin related protein 3(MTMR3)
5144	ENSG00000113448	Homo sapiens	phosphodiesterase 4D(PDE4D)
8898	ENSG00000087053	Homo sapiens	myotubularin related protein 2(MTMR2)
5145	ENSG00000132915	Homo sapiens	phosphodiesterase 6A(PDE6A)
4056	ENSG00000213316	Homo sapiens	leukotriene C4 synthase(LTC4S)
4056	ENSG00000283887	Homo sapiens	leukotriene C4 synthase(LTC4S)
5146	ENSG00000095464	Homo sapiens	phosphodiesterase 6C(PDE6C)
8654	ENSG00000138735	Homo sapiens	phosphodiesterase 5A(PDE5A)
5147	ENSG00000156973	Homo sapiens	phosphodiesterase 6D(PDE6D)
116369	ENSG00000112053	Homo sapiens	solute carrier family 26 member 8(SLC26A8)
23169	ENSG00000116704	Homo sapiens	solute carrier family 35 member D1(SLC35D1)
93034	ENSG00000185013	Homo sapiens	5'-nucleotidase, cytosolic IB(NT5C1B)
6470	ENSG00000284320	Homo sapiens	serine hydroxymethyltransferase 1(SHMT1)
6470	ENSG00000176974	Homo sapiens	serine hydroxymethyltransferase 1(SHMT1)
593	ENSG00000248098	Homo sapiens	branched chain keto acid dehydrogenase E1 subunit alpha(BCKDHA)
594	ENSG00000083123	Homo sapiens	branched chain keto acid dehydrogenase E1 subunit beta(BCKDHB)
111	ENSG00000173175	Homo sapiens	adenylate cyclase 5(ADCY5)
353	ENSG00000198931	Homo sapiens	adenine phosphoribosyltransferase(APRT)
84569	ENSG00000120563	Homo sapiens	lysozyme like 1(LYZL1)
112	ENSG00000174233	Homo sapiens	adenylate cyclase 6(ADCY6)
113	ENSG00000121281	Homo sapiens	adenylate cyclase 7(ADCY7)
115286	ENSG00000282739	Homo sapiens	solute carrier family 25 member 26(SLC25A26)
115286	ENSG00000144741	Homo sapiens	solute carrier family 25 member 26(SLC25A26)
114	ENSG00000155897	Homo sapiens	adenylate cyclase 8(ADCY8)
115	ENSG00000162104	Homo sapiens	adenylate cyclase 9(ADCY9)
358	ENSG00000240583	Homo sapiens	aquaporin 1 (Colton blood group)(AQP1)
359	ENSG00000167580	Homo sapiens	aquaporin 2(AQP2)
5137	ENSG00000154678	Homo sapiens	phosphodiesterase 1C(PDE1C)
4048	ENSG00000111144	Homo sapiens	leukotriene A4 hydrolase(LTA4H)
5138	ENSG00000186642	Homo sapiens	phosphodiesterase 2A(PDE2A)
5139	ENSG00000172572	Homo sapiens	phosphodiesterase 3A(PDE3A)
8647	ENSG00000073734	Homo sapiens	ATP binding cassette subfamily B member 11(ABCB11)
8647	ENSG00000276582	Homo sapiens	ATP binding cassette subfamily B member 11(ABCB11)
6241	ENSG00000171848	Homo sapiens	ribonucleotide reductase regulatory subunit M2(RRM2)
6483	ENSG00000157350	Homo sapiens	ST3 beta-galactoside alpha-2,3-sialyltransferase 2(ST3GAL2)
5151	ENSG00000073417	Homo sapiens	phosphodiesterase 8A(PDE8A)
6240	ENSG00000167325	Homo sapiens	ribonucleotide reductase catalytic subunit M1(RRM1)
6482	ENSG00000008513	Homo sapiens	ST3 beta-galactoside alpha-2,3-sialyltransferase 1(ST3GAL1)
5152	ENSG00000160191	Homo sapiens	phosphodiesterase 9A(PDE9A)
5153	ENSG00000123360	Homo sapiens	phosphodiesterase 1B(PDE1B)
6484	ENSG00000110080	Homo sapiens	ST3 beta-galactoside alpha-2,3-sialyltransferase 4(ST3GAL4)
6487	ENSG00000126091	Homo sapiens	ST3 beta-galactoside alpha-2,3-sialyltransferase 3(ST3GAL3)
9514	ENSG00000128242	Homo sapiens	galactose-3-O-sulfotransferase 1(GAL3ST1)
6005	ENSG00000112077	Homo sapiens	Rh associated glycoprotein(RHAG)
18	ENSG00000183044	Homo sapiens	4-aminobutyrate aminotransferase(ABAT)
5158	ENSG00000133256	Homo sapiens	phosphodiesterase 6B(PDE6B)
19	ENSG00000165029	Homo sapiens	ATP binding cassette subfamily A member 1(ABCA1)
360	ENSG00000165272	Homo sapiens	aquaporin 3 (Gill blood group)(AQP3)
9990	ENSG00000140199	Homo sapiens	solute carrier family 12 member 6(SLC12A6)
361	ENSG00000171885	Homo sapiens	aquaporin 4(AQP4)
29958	ENSG00000132837	Homo sapiens	dimethylglycine dehydrogenase(DMGDH)
57194	ENSG00000206190	Homo sapiens	ATPase phospholipid transporting 10A (putative)(ATP10A)
6480	ENSG00000073849	Homo sapiens	ST6 beta-galactoside alpha-2,6-sialyltransferase 1(ST6GAL1)
362	ENSG00000161798	Homo sapiens	aquaporin 5(AQP5)
5150	ENSG00000205268	Homo sapiens	phosphodiesterase 7A(PDE7A)
364	ENSG00000165269	Homo sapiens	aquaporin 7(AQP7)
124	ENSG00000187758	Homo sapiens	alcohol dehydrogenase 1A (class I), alpha polypeptide(ADH1A)
366	ENSG00000103569	Homo sapiens	aquaporin 9(AQP9)
125	ENSG00000196616	Homo sapiens	alcohol dehydrogenase 1B (class I), beta polypeptide(ADH1B)
126	ENSG00000248144	Homo sapiens	alcohol dehydrogenase 1C (class I), gamma polypeptide(ADH1C)
127	ENSG00000198099	Homo sapiens	alcohol dehydrogenase 4 (class II), pi polypeptide(ADH4)
128	ENSG00000197894	Homo sapiens	alcohol dehydrogenase 5 (class III), chi polypeptide(ADH5)
8659	ENSG00000159423	Homo sapiens	aldehyde dehydrogenase 4 family member A1(ALDH4A1)
5148	ENSG00000185527	Homo sapiens	phosphodiesterase 6G(PDE6G)
5149	ENSG00000139053	Homo sapiens	phosphodiesterase 6H(PDE6H)
21	ENSG00000167972	Homo sapiens	ATP binding cassette subfamily A member 3(ABCA3)
5162	ENSG00000168291	Homo sapiens	pyruvate dehydrogenase E1 subunit beta(PDHB)
125061	ENSG00000183077	Homo sapiens	arylformamidase(AFMID)
24	ENSG00000198691	Homo sapiens	ATP binding cassette subfamily A member 4(ABCA4)
8671	ENSG00000080493	Homo sapiens	solute carrier family 4 member 4(SLC4A4)
26	ENSG00000002726	Homo sapiens	amine oxidase copper containing 1(AOC1)
8435	ENSG00000167780	Homo sapiens	sterol O-acyltransferase 2(SOAT2)
5167	ENSG00000197594	Homo sapiens	ectonucleotide pyrophosphatase/phosphodiesterase 1(ENPP1)
28	ENSG00000175164	Homo sapiens	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase(ABO)
28	ENSG00000281879	Homo sapiens	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase(ABO)
11164	ENSG00000165609	Homo sapiens	nudix hydrolase 5(NUDT5)
5168	ENSG00000136960	Homo sapiens	ectonucleotide pyrophosphatase/phosphodiesterase 2(ENPP2)
5169	ENSG00000154269	Homo sapiens	ectonucleotide pyrophosphatase/phosphodiesterase 3(ENPP3)
29922	ENSG00000143156	Homo sapiens	NME/NM23 family member 7(NME7)
115019	ENSG00000174502	Homo sapiens	solute carrier family 26 member 9(SLC26A9)
29920	ENSG00000143811	Homo sapiens	pyrroline-5-carboxylate reductase 2(PYCR2)
29926	ENSG00000144591	Homo sapiens	GDP-mannose pyrophosphorylase A(GMPPA)
130	ENSG00000172955	Homo sapiens	alcohol dehydrogenase 6 (class V)(ADH6)
5160	ENSG00000131828	Homo sapiens	pyruvate dehydrogenase E1 subunit alpha 1(PDHA1)
29925	ENSG00000173540	Homo sapiens	GDP-mannose pyrophosphorylase B(GMPPB)
142680	ENSG00000198569	Homo sapiens	solute carrier family 34 member 3(SLC34A3)
131	ENSG00000196344	Homo sapiens	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide(ADH7)
5161	ENSG00000163114	Homo sapiens	pyruvate dehydrogenase E1 subunit alpha 2(PDHA2)
132	ENSG00000156110	Homo sapiens	adenosine kinase(ADK)
84105	ENSG00000132570	Homo sapiens	pterin-4 alpha-carbinolamine dehydratase 2(PCBD2)
9517	ENSG00000100596	Homo sapiens	serine palmitoyltransferase long chain base subunit 2(SPTLC2)
30	ENSG00000060971	Homo sapiens	acetyl-CoA acyltransferase 1(ACAA1)
31	ENSG00000278540	Homo sapiens	acetyl-CoA carboxylase alpha(ACACA)
31	ENSG00000275176	Homo sapiens	acetyl-CoA carboxylase alpha(ACACA)
32	ENSG00000076555	Homo sapiens	acetyl-CoA carboxylase beta(ACACB)
33	ENSG00000115361	Homo sapiens	acyl-CoA dehydrogenase long chain(ACADL)
7352	ENSG00000175564	Homo sapiens	uncoupling protein 3(UCP3)
34	ENSG00000117054	Homo sapiens	acyl-CoA dehydrogenase medium chain(ACADM)
7351	ENSG00000175567	Homo sapiens	uncoupling protein 2(UCP2)
35	ENSG00000122971	Homo sapiens	acyl-CoA dehydrogenase short chain(ACADS)
36	ENSG00000196177	Homo sapiens	acyl-CoA dehydrogenase short/branched chain(ACADSB)
37	ENSG00000072778	Homo sapiens	acyl-CoA dehydrogenase very long chain(ACADVL)
38	ENSG00000075239	Homo sapiens	acetyl-CoA acetyltransferase 1(ACAT1)
7355	ENSG00000292209	Homo sapiens	solute carrier family 35 member A2(SLC35A2)
7355	ENSG00000102100	Homo sapiens	solute carrier family 35 member A2(SLC35A2)
39	ENSG00000120437	Homo sapiens	acetyl-CoA acetyltransferase 2(ACAT2)
7358	ENSG00000109814	Homo sapiens	UDP-glucose 6-dehydrogenase(UGDH)
7357	ENSG00000148154	Homo sapiens	UDP-glucose ceramide glucosyltransferase(UGCG)
1809	ENSG00000113657	Homo sapiens	dihydropyrimidinase like 3(DPYSL3)
383	ENSG00000118520	Homo sapiens	arginase 1(ARG1)
7350	ENSG00000109424	Homo sapiens	uncoupling protein 1(UCP1)
384	ENSG00000081181	Homo sapiens	arginase 2(ARG2)
5172	ENSG00000091137	Homo sapiens	solute carrier family 26 member 4(SLC26A4)
1800	ENSG00000015413	Homo sapiens	dipeptidase 1(DPEP1)
23396	ENSG00000186111	Homo sapiens	phosphatidylinositol-4-phosphate 5-kinase type 1 gamma(PIP5K1C)
60386	ENSG00000125454	Homo sapiens	solute carrier family 25 member 19(SLC25A19)
1808	ENSG00000092964	Homo sapiens	dihydropyrimidinase like 2(DPYSL2)
9529	ENSG00000166170	Homo sapiens	BAG cochaperone 5(BAG5)
1807	ENSG00000147647	Homo sapiens	dihydropyrimidinase(DPYS)
10087	ENSG00000113163	Homo sapiens	ceramide transporter 1(CERT1)
1806	ENSG00000188641	Homo sapiens	dihydropyrimidine dehydrogenase(DPYD)
7108	ENSG00000149809	Homo sapiens	transmembrane 7 superfamily member 2(TM7SF2)
43	ENSG00000087085	Homo sapiens	acetylcholinesterase (Yt blood group)(ACHE)
5184	ENSG00000124299	Homo sapiens	peptidase D(PEPD)
7363	ENSG00000156096	Homo sapiens	UDP glucuronosyltransferase family 2 member B4(UGT2B4)
8693	ENSG00000257594	Homo sapiens	polypeptide N-acetylgalactosaminyltransferase 4(GALNT4)
47	ENSG00000131473	Homo sapiens	ATP citrate lyase(ACLY)
8694	ENSG00000185000	Homo sapiens	diacylglycerol O-acyltransferase 1(DGAT1)
8694	ENSG00000285482	Homo sapiens	diacylglycerol O-acyltransferase 1(DGAT1)
7364	ENSG00000171234	Homo sapiens	UDP glucuronosyltransferase family 2 member B7(UGT2B7)
29906	ENSG00000101638	Homo sapiens	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5(ST8SIA5)
48	ENSG00000122729	Homo sapiens	aconitase 1(ACO1)
7367	ENSG00000197888	Homo sapiens	UDP glucuronosyltransferase family 2 member B17(UGT2B17)
10050	ENSG00000146039	Homo sapiens	solute carrier family 17 member 4(SLC17A4)
26873	ENSG00000178814	Homo sapiens	5-oxoprolinase, ATP-hydrolysing(OPLAH)
162466	ENSG00000173868	Homo sapiens	phosphoethanolamine/phosphocholine phosphatase 1(PHOSPHO1)
160287	ENSG00000166800	Homo sapiens	lactate dehydrogenase A like 6A(LDHAL6A)
7360	ENSG00000169764	Homo sapiens	UDP-glucose pyrophosphorylase 2(UGP2)
1811	ENSG00000091138	Homo sapiens	solute carrier family 26 member 3(SLC26A3)
84129	ENSG00000240303	Homo sapiens	acyl-CoA dehydrogenase family member 11(ACAD11)
158	ENSG00000239900	Homo sapiens	adenylosuccinate lyase(ADSL)
159	ENSG00000035687	Homo sapiens	adenylosuccinate synthase 2(ADSS2)
51205	ENSG00000162836	Homo sapiens	acid phosphatase 6, lysophosphatidic(ACP6)
51447	ENSG00000068745	Homo sapiens	inositol hexakisphosphate kinase 2(IP6K2)
10057	ENSG00000114770	Homo sapiens	ATP binding cassette subfamily C member 5(ABCC5)
50	ENSG00000100412	Homo sapiens	aconitase 2(ACO2)
140679	ENSG00000101438	Homo sapiens	solute carrier family 32 member 1(SLC32A1)
51	ENSG00000161533	Homo sapiens	acyl-CoA oxidase 1(ACOX1)
52	ENSG00000143727	Homo sapiens	acid phosphatase 1(ACP1)
53	ENSG00000134575	Homo sapiens	acid phosphatase 2, lysosomal(ACP2)
54716	ENSG00000163817	Homo sapiens	solute carrier family 6 member 20(SLC6A20)
54	ENSG00000102575	Homo sapiens	acid phosphatase 5, tartrate resistant(ACP5)
55	ENSG00000014257	Homo sapiens	acid phosphatase 3(ACP3)
9551	ENSG00000241468	Homo sapiens	ATP synthase membrane subunit f(ATP5MF)
10060	ENSG00000069431	Homo sapiens	ATP binding cassette subfamily C member 9(ABCC9)
5198	ENSG00000178921	Homo sapiens	phosphoribosylformylglycinamidine synthase(PFAS)
7378	ENSG00000183696	Homo sapiens	uridine phosphorylase 1(UPP1)
25796	ENSG00000130313	Homo sapiens	6-phosphogluconolactonase(PGLS)
9791	ENSG00000156471	Homo sapiens	phosphatidylserine synthase 1(PTDSS1)
9550	ENSG00000136888	Homo sapiens	ATPase H+ transporting V1 subunit G1(ATP6V1G1)
7372	ENSG00000114491	Homo sapiens	uridine monophosphate synthetase(UMPS)
7371	ENSG00000143179	Homo sapiens	uridine-cytidine kinase 2(UCK2)
54963	ENSG00000198276	Homo sapiens	uridine-cytidine kinase 1 like 1(UCKL1)
257202	ENSG00000281185	Homo sapiens	glutathione peroxidase 6(GPX6)
257202	ENSG00000198704	Homo sapiens	glutathione peroxidase 6(GPX6)
53630	ENSG00000135697	Homo sapiens	beta-carotene oxygenase 1(BCO1)
55811	ENSG00000143199	Homo sapiens	adenylate cyclase 10(ADCY10)
7385	ENSG00000284493	Homo sapiens	ubiquinol-cytochrome c reductase core protein 2(UQCRC2)
7385	ENSG00000140740	Homo sapiens	ubiquinol-cytochrome c reductase core protein 2(UQCRC2)
7384	ENSG00000010256	Homo sapiens	ubiquinol-cytochrome c reductase core protein 1(UQCRC1)
7386	ENSG00000169021	Homo sapiens	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1(UQCRFS1)
9563	ENSG00000049239	Homo sapiens	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase(H6PD)
7389	ENSG00000126088	Homo sapiens	uroporphyrinogen decarboxylase(UROD)
7388	ENSG00000173660	Homo sapiens	ubiquinol-cytochrome c reductase hinge protein(UQCRH)
7381	ENSG00000156467	Homo sapiens	ubiquinol-cytochrome c reductase binding protein(UQCRB)
25769	ENSG00000155886	Homo sapiens	solute carrier family 24 member 2(SLC24A2)
175	ENSG00000038002	Homo sapiens	aspartylglucosaminidase(AGA)
178	ENSG00000162688	Homo sapiens	amylo-alpha-1,6-glucosidase and 4-alpha-glucanotransferase(AGL)
117248	ENSG00000131386	Homo sapiens	polypeptide N-acetylgalactosaminyltransferase 15(GALNT15)
117247	ENSG00000112394	Homo sapiens	solute carrier family 16 member 10(SLC16A10)
55825	ENSG00000115425	Homo sapiens	peroxisomal trans-2-enoyl-CoA reductase(PECR)
51227	ENSG00000185808	Homo sapiens	phosphatidylinositol glycan anchor biosynthesis class P(PIGP)
8228	ENSG00000006757	Homo sapiens	patatin like phospholipase domain containing 4(PNPLA4)
1836	ENSG00000155850	Homo sapiens	solute carrier family 26 member 2(SLC26A2)
56913	ENSG00000106392	Homo sapiens	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1(C1GALT1)
9334	ENSG00000158470	Homo sapiens	beta-1,4-galactosyltransferase 5(B4GALT5)
9331	ENSG00000118276	Homo sapiens	beta-1,4-galactosyltransferase 6(B4GALT6)
64781	ENSG00000100422	Homo sapiens	ceramide kinase(CERK)
7390	ENSG00000188690	Homo sapiens	uroporphyrinogen III synthase(UROS)
200576	ENSG00000115020	Homo sapiens	phosphoinositide kinase, FYVE-type zinc finger containing(PIKFYVE)
54981	ENSG00000106733	Homo sapiens	nicotinamide riboside kinase 1(NMRK1)
189	ENSG00000172482	Homo sapiens	alanine--glyoxylate aminotransferase(AGXT)
1841	ENSG00000168393	Homo sapiens	deoxythymidylate kinase(DTYMK)
51478	ENSG00000132196	Homo sapiens	hydroxysteroid 17-beta dehydrogenase 7(HSD17B7)
51477	ENSG00000105655	Homo sapiens	inositol-3-phosphate synthase 1(ISYNA1)
1609	ENSG00000145214	Homo sapiens	diacylglycerol kinase theta(DGKQ)
1608	ENSG00000058866	Homo sapiens	diacylglycerol kinase gamma(DGKG)
2938	ENSG00000243955	Homo sapiens	glutathione S-transferase alpha 1(GSTA1)
1607	ENSG00000136267	Homo sapiens	diacylglycerol kinase beta(DGKB)
2937	ENSG00000100983	Homo sapiens	glutathione synthetase(GSS)
1606	ENSG00000065357	Homo sapiens	diacylglycerol kinase alpha(DGKA)
56922	ENSG00000078070	Homo sapiens	methylcrotonyl-CoA carboxylase subunit 1(MCCC1)
2936	ENSG00000104687	Homo sapiens	glutathione-disulfide reductase(GSR)
11136	ENSG00000021488	Homo sapiens	solute carrier family 7 member 9(SLC7A9)
348932	ENSG00000164363	Homo sapiens	solute carrier family 6 member 18(SLC6A18)
7167	ENSG00000111669	Homo sapiens	triosephosphate isomerase 1(TPI1)
7166	ENSG00000129167	Homo sapiens	tryptophan hydroxylase 1(TPH1)
9588	ENSG00000117592	Homo sapiens	peroxiredoxin 6(PRDX6)
191	ENSG00000101444	Homo sapiens	adenosylhomocysteinase(AHCY)
26279	ENSG00000117215	Homo sapiens	phospholipase A2 group IID(PLA2G2D)
9583	ENSG00000197217	Homo sapiens	ectonucleoside triphosphate diphosphohydrolase 4(ENTPD4)
55163	ENSG00000108439	Homo sapiens	pyridoxamine 5'-phosphate oxidase(PNPO)
2944	ENSG00000134184	Homo sapiens	glutathione S-transferase mu 1(GSTM1)
1854	ENSG00000128951	Homo sapiens	deoxyuridine triphosphatase(DUT)
1610	ENSG00000110887	Homo sapiens	D-amino acid oxidase(DAO)
27124	ENSG00000185133	Homo sapiens	inositol polyphosphate-5-phosphatase J(INPP5J)
84720	ENSG00000165282	Homo sapiens	phosphatidylinositol glycan anchor biosynthesis class O(PIGO)
10935	ENSG00000165672	Homo sapiens	peroxiredoxin 3(PRDX3)
26275	ENSG00000198130	Homo sapiens	3-hydroxyisobutyryl-CoA hydrolase(HIBCH)
97	ENSG00000119640	Homo sapiens	acylphosphatase 1(ACYP1)
98	ENSG00000170634	Homo sapiens	acylphosphatase 2(ACYP2)
51805	ENSG00000132423	Homo sapiens	coenzyme Q3, methyltransferase(COQ3)
9114	ENSG00000159720	Homo sapiens	ATPase H+ transporting V0 subunit d1(ATP6V0D1)
9356	ENSG00000197901	Homo sapiens	solute carrier family 22 member 6(SLC22A6)
92579	ENSG00000141349	Homo sapiens	glucose-6-phosphatase catalytic subunit 3(G6PC3)
51809	ENSG00000109586	Homo sapiens	polypeptide N-acetylgalactosaminyltransferase 7(GALNT7)
8029	ENSG00000107611	Homo sapiens	cubilin(CUBN)
157506	ENSG00000121039	Homo sapiens	retinol dehydrogenase 10(RDH10)
84706	ENSG00000166123	Homo sapiens	glutamic--pyruvic transaminase 2(GPT2)
7173	ENSG00000115705	Homo sapiens	thyroid peroxidase(TPO)
2712	ENSG00000196475	Homo sapiens	glycerol kinase 2(GK2)
2954	ENSG00000100577	Homo sapiens	glutathione S-transferase zeta 1(GSTZ1)
1622	ENSG00000155368	Homo sapiens	diazepam binding inhibitor, acyl-CoA binding protein(DBI)
2710	ENSG00000198814	Homo sapiens	glycerol kinase(GK)
1621	ENSG00000123454	Homo sapiens	dopamine beta-hydroxylase(DBH)
170712	ENSG00000170516	Homo sapiens	cytochrome c oxidase subunit 7B2(COX7B2)
2950	ENSG00000084207	Homo sapiens	glutathione S-transferase pi 1(GSTP1)
79369	ENSG00000176383	Homo sapiens	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4(B3GNT4)
29796	ENSG00000184076	Homo sapiens	ubiquinol-cytochrome c reductase, complex III subunit X(UQCR10)
26289	ENSG00000154027	Homo sapiens	adenylate kinase 5(AK5)
26289	ENSG00000279247	Homo sapiens	adenylate kinase 5(AK5)
10948	ENSG00000131748	Homo sapiens	StAR related lipid transfer domain containing 3(STARD3)
1629	ENSG00000137992	Homo sapiens	dihydrolipoamide branched chain transacylase E2(DBT)
2717	ENSG00000102393	Homo sapiens	galactosidase alpha(GLA)
8277	ENSG00000007350	Homo sapiens	transketolase like 1(TKTL1)
9123	ENSG00000141526	Homo sapiens	solute carrier family 16 member 3(SLC16A3)
9365	ENSG00000133116	Homo sapiens	klotho(KL)
8034	ENSG00000122912	Homo sapiens	solute carrier family 25 member 16(SLC25A16)
374569	ENSG00000166183	Homo sapiens	asparaginase(ASPG)
27109	ENSG00000125375	Homo sapiens	distal membrane arm assembly component 2 like(DMAC2L)
1635	ENSG00000129187	Homo sapiens	dCMP deaminase(DCTD)
122622	ENSG00000185100	Homo sapiens	adenylosuccinate synthase 1(ADSS1)
57127	ENSG00000132677	Homo sapiens	Rh family B glycoprotein(RHBG)
4905	ENSG00000278174	Homo sapiens	N-ethylmaleimide sensitive factor, vesicle fusing ATPase(NSF)
4905	ENSG00000276262	Homo sapiens	N-ethylmaleimide sensitive factor, vesicle fusing ATPase(NSF)
4905	ENSG00000073969	Homo sapiens	N-ethylmaleimide sensitive factor, vesicle fusing ATPase(NSF)
1633	ENSG00000156136	Homo sapiens	deoxycytidine kinase(DCK)
1632	ENSG00000167969	Homo sapiens	enoyl-CoA delta isomerase 1(ECI1)
2720	ENSG00000170266	Homo sapiens	galactosidase beta 1(GLB1)
4907	ENSG00000135318	Homo sapiens	5'-nucleotidase ecto(NT5E)
2729	ENSG00000001084	Homo sapiens	glutamate-cysteine ligase catalytic subunit(GCLC)
117283	ENSG00000161896	Homo sapiens	inositol hexakisphosphate kinase 3(IP6K3)
8288	ENSG00000121053	Homo sapiens	eosinophil peroxidase(EPX)
9377	ENSG00000178741	Homo sapiens	cytochrome c oxidase subunit 5A(COX5A)
9376	ENSG00000149452	Homo sapiens	solute carrier family 22 member 8(SLC22A8)
1891	ENSG00000104823	Homo sapiens	enoyl-CoA hydratase 1(ECH1)
1891	ENSG00000282853	Homo sapiens	enoyl-CoA hydratase 1(ECH1)
1890	ENSG00000025708	Homo sapiens	thymidine phosphorylase(TYMP)
27115	ENSG00000171408	Homo sapiens	phosphodiesterase 7B(PDE7B)
55191	ENSG00000172890	Homo sapiens	NAD synthetase 1(NADSYN1)
64902	ENSG00000113492	Homo sapiens	alanine--glyoxylate aminotransferase 2(AGXT2)
84735	ENSG00000150656	Homo sapiens	carnosine dipeptidase 1(CNDP1)
2977	ENSG00000152402	Homo sapiens	guanylate cyclase 1 soluble subunit alpha 2(GUCY1A2)
1645	ENSG00000187134	Homo sapiens	aldo-keto reductase family 1 member C1(AKR1C1)
1644	ENSG00000132437	Homo sapiens	dopa decarboxylase(DDC)
2974	ENSG00000293412	Homo sapiens	guanylate cyclase 1 soluble subunit beta 2 (pseudogene)(GUCY1B2)
2731	ENSG00000178445	Homo sapiens	glycine decarboxylase(GLDC)
57134	ENSG00000117643	Homo sapiens	mannosidase alpha class 1C member 1(MAN1C1)
83884	ENSG00000120329	Homo sapiens	solute carrier family 25 member 2(SLC25A2)
2730	ENSG00000023909	Homo sapiens	glutamate-cysteine ligase modifier subunit(GCLM)
57379	ENSG00000111732	Homo sapiens	activation induced cytidine deaminase(AICDA)
26266	ENSG00000164707	Homo sapiens	solute carrier family 13 member 4(SLC13A4)
2739	ENSG00000124767	Homo sapiens	glyoxalase I(GLO1)
267020	ENSG00000249222	Homo sapiens	ATP synthase membrane subunit g like(ATP5MGL)
2978	ENSG00000048545	Homo sapiens	guanylate cyclase activator 1A(GUCA1A)
9388	ENSG00000101670	Homo sapiens	lipase G, endothelial type(LIPG)
50506	ENSG00000140279	Homo sapiens	dual oxidase 2(DUOX2)
9380	ENSG00000137106	Homo sapiens	glyoxylate and hydroxypyruvate reductase(GRHPR)
2990	ENSG00000169919	Homo sapiens	glucuronidase beta(GUSB)
29988	ENSG00000136856	Homo sapiens	solute carrier family 2 member 8(SLC2A8)
8050	ENSG00000110435	Homo sapiens	pyruvate dehydrogenase complex component X(PDHX)
80168	ENSG00000166391	Homo sapiens	monoacylglycerol O-acyltransferase 2(MOGAT2)
2746	ENSG00000148672	Homo sapiens	glutamate dehydrogenase 1(GLUD1)
2745	ENSG00000173221	Homo sapiens	glutaredoxin(GLRX)
2987	ENSG00000143774	Homo sapiens	guanylate kinase 1(GUK1)
79178	ENSG00000259431	Homo sapiens	thiamine triphosphatase(THTPA)
2744	ENSG00000115419	Homo sapiens	glutaminase(GLS)
2986	ENSG00000101890	Homo sapiens	guanylate cyclase 2F, retinal(GUCY2F)
2984	ENSG00000070019	Homo sapiens	guanylate cyclase 2C(GUCY2C)
2983	ENSG00000061918	Homo sapiens	guanylate cyclase 1 soluble subunit beta 1(GUCY1B1)
2982	ENSG00000164116	Homo sapiens	guanylate cyclase 1 soluble subunit alpha 1(GUCY1A1)
1892	ENSG00000127884	Homo sapiens	enoyl-CoA hydratase, short chain 1(ECHS1)
81490	ENSG00000174915	Homo sapiens	phosphatidylserine synthase 2(PTDSS2)
81490	ENSG00000282367	Homo sapiens	phosphatidylserine synthase 2(PTDSS2)
51604	ENSG00000124155	Homo sapiens	phosphatidylinositol glycan anchor biosynthesis class T(PIGT)
2747	ENSG00000182890	Homo sapiens	glutamate dehydrogenase 2(GLUD2)
2747	ENSG00000288118	Homo sapiens	glutamate dehydrogenase 2(GLUD2)
51606	ENSG00000047249	Homo sapiens	ATPase H+ transporting V1 subunit H(ATP6V1H)
377841	ENSG00000188833	Homo sapiens	ectonucleoside triphosphate diphosphohydrolase 8(ENTPD8)
9390	ENSG00000172940	Homo sapiens	solute carrier family 22 member 13(SLC22A13)
9153	ENSG00000137860	Homo sapiens	solute carrier family 28 member 2(SLC28A2)
9154	ENSG00000156222	Homo sapiens	solute carrier family 28 member 1(SLC28A1)
259230	ENSG00000198964	Homo sapiens	sphingomyelin synthase 1(SGMS1)
57393	ENSG00000147003	Homo sapiens	collectrin, amino acid transport regulator(CLTRN)
9152	ENSG00000165970	Homo sapiens	solute carrier family 6 member 5(SLC6A5)
2998	ENSG00000111713	Homo sapiens	glycogen synthase 2(GYS2)
2997	ENSG00000104812	Homo sapiens	glycogen synthase 1(GYS1)
1666	ENSG00000104325	Homo sapiens	2,4-dienoyl-CoA reductase 1(DECR1)
2512	ENSG00000087086	Homo sapiens	ferritin light chain(FTL)
2752	ENSG00000135821	Homo sapiens	glutamate-ammonia ligase(GLUL)
10905	ENSG00000198162	Homo sapiens	mannosidase alpha class 1A member 2(MAN1A2)
2992	ENSG00000163754	Homo sapiens	glycogenin 1(GYG1)
26002	ENSG00000079931	Homo sapiens	monooxygenase DBH like 1(MOXD1)
